dataset,target_radius,method,seed,final_rauc
eeg-eye-state,2.0000,uniform,32,0.511500
eeg-eye-state,2.0000,fixed,32,0.511000
eeg-eye-state,2.0000,bgr,32,0.499500
eeg-eye-state,2.0000,uniform,33,0.540500
eeg-eye-state,2.0000,fixed,33,0.470500
eeg-eye-state,2.0000,bgr,33,0.573500
eeg-eye-state,2.0000,uniform,34,0.477500
eeg-eye-state,2.0000,fixed,34,0.472750
eeg-eye-state,2.0000,bgr,34,0.533000
eeg-eye-state,2.0000,uniform,35,0.506500
eeg-eye-state,2.0000,fixed,35,0.492500
eeg-eye-state,2.0000,bgr,35,0.536000
eeg-eye-state,2.0000,uniform,36,0.513500
eeg-eye-state,2.0000,fixed,36,0.570750
eeg-eye-state,2.0000,bgr,36,0.516500
eeg-eye-state,2.0000,uniform,37,0.536750
eeg-eye-state,2.0000,fixed,37,0.510000
eeg-eye-state,2.0000,bgr,37,0.503750
eeg-eye-state,2.0000,uniform,38,0.484750
eeg-eye-state,2.0000,fixed,38,0.569500
eeg-eye-state,2.0000,bgr,38,0.565000
eeg-eye-state,2.0000,uniform,39,0.492000
eeg-eye-state,2.0000,fixed,39,0.507250
eeg-eye-state,2.0000,bgr,39,0.596500
eeg-eye-state,2.0000,uniform,40,0.531750
eeg-eye-state,2.0000,fixed,40,0.478250
eeg-eye-state,2.0000,bgr,40,0.490000
eeg-eye-state,2.0000,uniform,41,0.553750
eeg-eye-state,2.0000,fixed,41,0.549000
eeg-eye-state,2.0000,bgr,41,0.550000
eeg-eye-state,2.0000,uniform,42,0.591000
eeg-eye-state,2.0000,fixed,42,0.513750
eeg-eye-state,2.0000,bgr,42,0.555250
eeg-eye-state,2.0000,uniform,43,0.546500
eeg-eye-state,2.0000,fixed,43,0.509250
eeg-eye-state,2.0000,bgr,43,0.517500
eeg-eye-state,2.0000,uniform,44,0.451250
eeg-eye-state,2.0000,fixed,44,0.452500
eeg-eye-state,2.0000,bgr,44,0.526500
eeg-eye-state,2.0000,uniform,45,0.572250
eeg-eye-state,2.0000,fixed,45,0.539500
eeg-eye-state,2.0000,bgr,45,0.578000
eeg-eye-state,2.0000,uniform,46,0.509750
eeg-eye-state,2.0000,fixed,46,0.554000
eeg-eye-state,2.0000,bgr,46,0.573500
eeg-eye-state,2.0000,uniform,47,0.552000
eeg-eye-state,2.0000,fixed,47,0.541750
eeg-eye-state,2.0000,bgr,47,0.629500
eeg-eye-state,2.0000,uniform,48,0.474500
eeg-eye-state,2.0000,fixed,48,0.514500
eeg-eye-state,2.0000,bgr,48,0.582750
eeg-eye-state,2.0000,uniform,49,0.480500
eeg-eye-state,2.0000,fixed,49,0.561500
eeg-eye-state,2.0000,bgr,49,0.611000
eeg-eye-state,2.0000,uniform,50,0.416250
eeg-eye-state,2.0000,fixed,50,0.601000
eeg-eye-state,2.0000,bgr,50,0.541000
eeg-eye-state,2.0000,uniform,51,0.513000
eeg-eye-state,2.0000,fixed,51,0.514500
eeg-eye-state,2.0000,bgr,51,0.537750
eeg-eye-state,2.0000,uniform,52,0.481750
eeg-eye-state,2.0000,fixed,52,0.504000
eeg-eye-state,2.0000,bgr,52,0.524750
eeg-eye-state,2.0000,uniform,53,0.560750
eeg-eye-state,2.0000,fixed,53,0.480000
eeg-eye-state,2.0000,bgr,53,0.556250
eeg-eye-state,2.0000,uniform,54,0.472000
eeg-eye-state,2.0000,fixed,54,0.570500
eeg-eye-state,2.0000,bgr,54,0.437000
eeg-eye-state,2.0000,uniform,55,0.491500
